Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
31.0,1237,1054,828.0,2,1,608,604.0,2.0,77.0,3.0,2.0,326,4,457,6582.0,8346.0,4.0,413,13,3,3,80,0,10.0,2,4,6.0,5,0,5
42.0,1237,1054,319.0,24,3,462,605.0,4.0,56.0,3.0,3.0,145,1,692,7406.0,6950.0,1.0,413,21,4,4,80,1,10.0,5,2,10.0,9,5,8
45.0,1237,1054,561.0,2,3,82,606.0,4.0,61.0,3.0,2.0,326,2,692,4805.0,16177.0,0.0,1057,19,3,2,80,1,9.0,3,4,8.0,7,3,7
26.0,233,269,426.0,17,4,608,608.0,2.0,58.0,3.0,1.0,52,3,321,2741.0,22808.0,0.0,413,11,3,2,80,1,8.0,2,2,7.0,7,1,0
29.0,1237,1054,232.0,19,3,132,611.0,4.0,34.0,3.0,2.0,145,4,321,4262.0,22645.0,4.0,1057,12,3,2,80,2,8.0,2,4,3.0,2,1,2
33.0,1237,1054,922.0,1,5,462,612.0,1.0,95.0,4.0,4.0,80,3,321,16184.0,22578.0,4.0,1057,19,3,3,80,1,10.0,2,3,6.0,1,0,5
31.0,1237,1054,688.0,7,3,608,613.0,3.0,44.0,2.0,3.0,102,4,321,11557.0,25291.0,9.0,1057,21,4,3,80,1,10.0,3,2,5.0,4,0,1
18.0,233,269,1306.0,5,3,159,614.0,2.0,69.0,3.0,1.0,83,2,457,1878.0,8059.0,1.0,413,14,3,4,80,0,0.0,3,3,0.0,0,0,0
40.0,1237,147,1094.0,28,3,82,615.0,3.0,58.0,1.0,3.0,326,1,321,10932.0,11373.0,3.0,1057,15,3,3,80,1,20.0,2,3,1.0,0,0,1
41.0,1237,147,509.0,2,4,82,616.0,1.0,62.0,2.0,2.0,131,3,457,6811.0,2112.0,2.0,413,17,3,1,80,0,10.0,3,3,8.0,7,0,7
26.0,1237,1054,775.0,29,2,462,618.0,1.0,45.0,3.0,2.0,326,3,321,4306.0,4267.0,5.0,1057,12,3,1,80,2,8.0,5,3,0.0,0,0,0
35.0,1237,1054,195.0,1,3,462,620.0,1.0,80.0,3.0,2.0,326,3,457,4859.0,6698.0,1.0,1057,16,3,4,80,0,5.0,3,3,5.0,4,0,3
34.0,1237,1054,258.0,21,4,608,621.0,4.0,74.0,4.0,2.0,326,4,457,5337.0,19921.0,1.0,1057,12,3,4,80,0,10.0,3,3,10.0,7,5,7
26.0,233,1054,471.0,24,3,132,622.0,3.0,66.0,1.0,1.0,259,4,457,2340.0,23213.0,1.0,413,18,3,2,80,0,1.0,3,1,1.0,0,0,0
37.0,1237,1054,799.0,1,3,132,623.0,2.0,59.0,3.0,3.0,145,4,457,7491.0,23848.0,4.0,1057,17,3,4,80,0,12.0,3,4,6.0,5,1,2
46.0,1237,269,1034.0,18,1,462,624.0,1.0,86.0,3.0,3.0,131,3,692,10527.0,8984.0,5.0,1057,11,3,4,80,0,28.0,3,2,2.0,2,1,2
41.0,1237,1054,1276.0,2,5,608,625.0,2.0,91.0,3.0,4.0,102,1,692,16595.0,5626.0,7.0,1057,16,3,2,80,1,22.0,2,3,18.0,16,11,8
37.0,1237,147,142.0,9,4,462,626.0,1.0,69.0,3.0,3.0,326,2,321,8834.0,24666.0,1.0,1057,13,3,4,80,1,9.0,6,3,9.0,5,7,7
52.0,1237,1054,956.0,6,2,132,630.0,4.0,78.0,3.0,2.0,292,1,321,5577.0,22087.0,3.0,413,12,3,2,80,2,18.0,3,3,10.0,9,6,9
32.0,233,147,1474.0,11,4,82,631.0,4.0,60.0,4.0,2.0,326,3,692,4707.0,23914.0,8.0,1057,12,3,4,80,0,6.0,2,3,4.0,2,1,2
24.0,1237,269,535.0,24,3,462,632.0,4.0,38.0,3.0,1.0,83,4,692,2400.0,5530.0,0.0,1057,13,3,3,80,2,3.0,3,3,2.0,2,2,1
38.0,1237,1054,1495.0,10,3,462,634.0,3.0,76.0,3.0,2.0,131,3,692,9824.0,22174.0,3.0,1057,19,3,3,80,1,18.0,4,3,1.0,0,0,0
37.0,1237,1054,446.0,1,4,608,635.0,2.0,65.0,3.0,2.0,145,2,692,6447.0,15701.0,6.0,1057,12,3,2,80,1,8.0,2,2,6.0,5,4,3
49.0,1237,1054,1245.0,18,4,608,638.0,4.0,58.0,2.0,5.0,80,3,321,17948.0,2125.0,1.0,413,17,3,3,80,1,30.75,5,3,19.5,9,0,9
24.0,1237,1054,691.0,23,3,462,639.0,2.0,89.0,4.0,1.0,292,4,692,2725.0,21630.0,1.0,413,11,3,2,80,2,6.0,3,3,6.0,5,1,4
26.0,1237,1054,703.0,28,2,159,641.0,1.0,66.0,3.0,2.0,326,2,692,6272.0,7428.0,1.0,1057,20,4,4,80,2,6.0,5,4,5.0,3,1,4
24.0,1237,1054,823.0,17,2,82,643.0,4.0,94.0,2.0,1.0,259,2,692,2127.0,9100.0,1.0,1057,21,4,4,80,1,1.0,2,3,1.0,0,0,0
50.0,1237,269,1246.0,3,3,462,644.0,1.0,99.0,3.0,5.0,102,2,692,17948.0,7999.0,1.0,1057,11,3,3,80,1,30.75,2,3,19.5,5,10,7
25.0,1237,1054,622.0,13,1,462,645.0,2.0,40.0,3.0,1.0,83,3,692,2096.0,26376.0,1.0,1057,11,3,3,80,0,7.0,1,3,7.0,4,0,6
24.0,233,269,1287.0,7,3,608,647.0,1.0,55.0,3.0,1.0,259,3,692,2886.0,14168.0,1.0,413,16,3,4,80,1,6.0,4,3,6.0,3,1,2
30.0,233,269,448.0,12,4,608,648.0,2.0,74.0,2.0,1.0,83,1,692,2033.0,14470.0,1.0,1057,18,3,3,80,1,1.0,2,4,1.0,0,0,0
34.0,1237,1054,254.0,1,2,608,649.0,2.0,83.0,2.0,1.0,292,4,692,3622.0,22794.0,1.0,413,13,3,4,80,1,6.0,3,3,6.0,5,1,3
31.0,233,1054,1365.0,13,4,462,650.0,2.0,46.0,3.0,2.0,326,1,321,4233.0,11512.0,2.0,1057,17,3,3,80,0,9.0,2,1,3.0,1,1,2
35.0,1237,1054,538.0,25,2,82,652.0,1.0,54.0,2.0,2.0,259,4,457,3681.0,14004.0,4.0,1057,14,3,4,80,0,9.0,3,3,3.0,2,0,2
31.0,1237,1054,525.0,6,4,462,653.0,1.0,66.0,4.0,2.0,326,4,321,5460.0,6219.0,4.0,1057,22,4,4,80,2,13.0,4,4,7.0,7,5,7
27.0,1237,1054,798.0,6,4,462,655.0,1.0,66.0,2.0,1.0,292,3,321,2187.0,5013.0,0.0,1057,12,3,3,80,2,6.0,5,2,5.0,3,0,3
37.0,1237,1054,558.0,2,3,159,656.0,4.0,75.0,3.0,2.0,326,3,692,9602.0,3010.0,4.0,413,11,3,3,80,1,17.0,3,2,3.0,0,1,0
20.0,1237,1054,959.0,1,3,608,657.0,4.0,83.0,2.0,1.0,292,2,457,2836.0,11757.0,1.0,1057,13,3,4,80,0,1.0,0,4,1.0,0,0,0
42.0,1237,1054,622.0,2,4,608,659.0,3.0,81.0,3.0,2.0,131,4,692,4089.0,5718.0,1.0,1057,13,3,2,80,2,10.0,4,3,10.0,2,2,2
43.0,1237,1054,782.0,6,4,82,661.0,2.0,50.0,2.0,4.0,80,4,321,16627.0,2671.0,4.0,413,14,3,3,80,1,21.0,3,2,1.0,0,0,0
38.0,1237,1054,362.0,1,1,608,662.0,3.0,43.0,3.0,1.0,292,1,457,2619.0,14561.0,3.0,1057,17,3,4,80,0,8.0,3,2,0.0,0,0,0
43.0,1237,269,1001.0,9,5,462,663.0,4.0,72.0,3.0,2.0,259,3,321,5679.0,19627.0,3.0,413,13,3,2,80,1,10.0,3,3,8.0,7,4,7
48.0,1237,1054,1236.0,1,4,608,664.0,4.0,40.0,2.0,4.0,102,1,692,15402.0,17997.0,7.0,1057,11,3,1,80,1,21.0,3,1,3.0,2,0,2
44.0,1237,1054,1112.0,1,4,608,665.0,1.0,50.0,2.0,2.0,52,3,457,5985.0,26894.0,4.0,1057,11,3,2,80,0,10.0,1,4,2.0,2,0,2
34.0,1237,1054,204.0,14,3,132,666.0,3.0,31.0,3.0,1.0,83,3,321,2579.0,2912.0,1.0,413,18,3,4,80,2,8.0,3,3,8.0,2,0,6
27.0,233,1054,1420.0,2,1,159,667.0,3.0,85.0,3.0,1.0,83,1,321,3041.0,16346.0,0.0,1057,11,3,2,80,1,5.0,3,3,4.0,3,0,2
21.0,1237,1054,1343.0,22,1,132,669.0,3.0,49.0,3.0,1.0,83,3,457,3447.0,24444.0,1.0,1057,11,3,3,80,0,3.0,2,3,3.0,2,1,2
44.0,1237,1054,1315.0,3,4,82,671.0,4.0,35.0,3.0,5.0,102,4,692,17948.0,9358.0,4.0,413,12,3,1,80,1,26.0,2,4,2.0,2,0,1
22.0,1237,1054,604.0,6,1,462,675.0,1.0,69.0,3.0,1.0,292,3,692,2773.0,12145.0,0.0,1057,20,4,4,80,0,3.0,3,3,2.0,2,2,2
33.0,1237,1054,1216.0,8,4,159,677.0,3.0,39.0,3.0,2.0,326,3,321,7104.0,20431.0,0.0,1057,12,3,4,80,0,6.0,3,3,5.0,0,1,2
32.0,1237,1054,646.0,9,4,608,679.0,1.0,92.0,3.0,2.0,292,4,692,6322.0,18089.0,1.0,413,12,3,4,80,1,6.0,2,2,6.0,4,0,5
30.0,1237,269,160.0,3,3,462,680.0,3.0,71.0,3.0,1.0,292,3,321,2083.0,22653.0,1.0,1057,20,4,3,80,1,1.0,2,3,1.0,0,0,0
53.0,1237,1054,238.0,1,1,462,682.0,4.0,34.0,3.0,2.0,326,1,457,8381.0,7507.0,7.0,1057,20,4,4,80,0,18.0,2,4,14.0,7,8,10
34.0,1237,1054,1397.0,1,5,608,683.0,2.0,42.0,3.0,1.0,292,4,692,2691.0,7660.0,1.0,1057,12,3,4,80,1,10.0,4,2,10.0,9,8,8
45.0,233,269,306.0,26,4,608,684.0,1.0,100.0,3.0,2.0,326,1,692,4286.0,5630.0,2.0,1057,14,3,4,80,2,5.0,4,3,1.0,1,0,0
26.0,1237,1054,991.0,6,3,608,686.0,3.0,71.0,3.0,1.0,259,4,692,2659.0,17759.0,1.0,413,13,3,3,80,1,3.0,2,3,3.0,2,0,2
37.0,1237,1054,482.0,3,3,82,689.0,3.0,36.0,3.0,3.0,145,3,692,9434.0,9606.0,1.0,1057,15,3,3,80,1,10.0,2,3,10.0,7,7,8
29.0,1237,1054,1176.0,3,2,462,690.0,2.0,62.0,3.0,2.0,326,3,692,5561.0,3487.0,1.0,1057,14,3,1,80,1,6.0,5,2,6.0,0,1,2
35.0,1237,1054,1017.0,6,4,608,691.0,2.0,82.0,1.0,2.0,292,4,457,6646.0,19368.0,1.0,1057,13,3,2,80,0,17.0,3,3,17.0,11,11,8
33.0,1237,269,1296.0,6,3,608,692.0,3.0,30.0,3.0,2.0,131,4,321,7725.0,5335.0,3.0,1057,23,4,3,80,1,15.0,2,1,13.0,11,4,7
54.0,1237,1054,397.0,19,4,462,698.0,3.0,88.0,3.0,3.0,52,2,692,10725.0,6729.0,2.0,1057,15,3,3,80,1,16.0,1,4,9.0,7,7,1
36.0,1237,1054,913.0,9,2,462,699.0,2.0,48.0,2.0,2.0,145,2,321,8847.0,13934.0,2.0,413,11,3,3,80,1,13.0,2,3,3.0,2,0,2
27.0,1237,1054,1115.0,3,4,462,700.0,1.0,54.0,2.0,1.0,292,4,457,2045.0,15174.0,0.0,1057,13,3,4,80,0,5.0,0,3,4.0,2,1,1
20.0,233,1054,1362.0,10,1,462,701.0,4.0,32.0,3.0,1.0,292,3,457,1009.0,26999.0,1.0,413,11,3,4,80,0,1.0,5,3,1.0,0,1,1
33.0,233,269,1076.0,3,3,608,702.0,1.0,70.0,3.0,1.0,292,1,457,3348.0,3164.0,1.0,413,11,3,1,80,0,10.0,3,3,10.0,8,9,7
35.0,1237,147,727.0,3,3,608,704.0,3.0,41.0,2.0,1.0,259,3,692,1281.0,16900.0,1.0,1057,18,3,3,80,2,1.0,3,3,1.0,0,0,0
23.0,1237,1054,885.0,4,3,462,705.0,1.0,58.0,4.0,1.0,292,1,692,2819.0,8544.0,2.0,1057,16,3,1,80,1,5.0,3,4,3.0,2,0,2
25.0,1237,1054,810.0,8,3,608,707.0,4.0,57.0,4.0,2.0,326,2,692,4851.0,15678.0,0.0,1057,22,4,3,80,1,4.0,4,3,3.0,2,1,2
38.0,1237,1054,243.0,7,4,159,709.0,4.0,46.0,2.0,2.0,326,4,457,4028.0,7791.0,0.0,1057,20,4,1,80,0,8.0,2,3,7.0,7,0,5
29.0,1237,269,806.0,1,4,608,710.0,2.0,76.0,1.0,1.0,292,4,321,2720.0,18959.0,1.0,1057,18,3,4,80,1,10.0,5,3,10.0,7,2,8
48.0,1237,1054,817.0,2,1,159,712.0,2.0,56.0,4.0,2.0,326,2,692,8120.0,18597.0,3.0,1057,12,3,4,80,0,12.0,3,3,2.0,2,2,2
27.0,1237,269,1410.0,3,1,462,714.0,4.0,71.0,4.0,2.0,326,4,321,4647.0,16673.0,1.0,413,20,4,2,80,2,6.0,3,3,6.0,5,0,4
37.0,1237,1054,1225.0,10,2,608,715.0,4.0,80.0,4.0,1.0,292,4,457,4680.0,15232.0,3.0,1057,17,3,1,80,0,4.0,2,3,1.0,0,0,0
50.0,1237,1054,1207.0,28,1,462,716.0,4.0,74.0,4.0,1.0,259,3,692,3221.0,3297.0,1.0,413,11,3,3,80,3,20.0,3,3,19.5,8,3,8
34.0,1237,1054,1442.0,9,3,462,717.0,4.0,46.0,2.0,3.0,131,2,457,8621.0,17654.0,1.0,1057,14,3,2,80,0,9.0,3,4,8.0,7,7,7
24.0,233,1054,693.0,3,2,608,720.0,1.0,65.0,3.0,2.0,326,3,457,4577.0,24785.0,9.0,1057,14,3,1,80,0,4.0,3,3,2.0,2,2,0
39.0,1237,1054,408.0,2,4,132,721.0,4.0,80.0,2.0,2.0,131,3,457,4553.0,20978.0,1.0,1057,11,3,1,80,0,20.0,4,3,19.5,7,11,10
32.0,1237,1054,929.0,10,3,159,722.0,4.0,55.0,3.0,2.0,326,4,457,5396.0,21703.0,1.0,1057,12,3,4,80,0,10.0,2,2,10.0,7,0,8
50.0,233,269,562.0,8,2,132,723.0,2.0,50.0,3.0,2.0,326,3,692,6796.0,23452.0,3.0,413,14,3,1,80,1,18.0,4,3,4.0,3,1,3
38.0,1237,1054,827.0,1,4,608,724.0,2.0,33.0,4.0,2.0,131,4,457,7625.0,19383.0,0.0,1057,13,3,3,80,0,10.0,4,2,9.0,7,1,8
27.0,1237,1054,608.0,1,2,608,725.0,3.0,68.0,3.0,3.0,145,1,692,7412.0,6009.0,1.0,1057,11,3,4,80,0,9.0,3,3,9.0,7,0,7
32.0,1237,1054,1018.0,3,2,608,727.0,3.0,39.0,3.0,3.0,80,4,457,11159.0,19373.0,3.0,1057,15,3,4,80,0,10.0,6,3,7.0,7,7,7
47.0,1237,1054,703.0,14,4,159,728.0,4.0,42.0,3.0,2.0,326,1,457,4960.0,11825.0,2.0,1057,12,3,4,80,0,20.0,2,3,7.0,7,1,7
40.0,1237,269,580.0,5,4,608,729.0,4.0,48.0,2.0,3.0,326,1,692,10475.0,23772.0,5.0,413,21,4,3,80,1,20.0,2,3,18.0,13,1,12
53.0,1237,1054,970.0,7,3,608,730.0,3.0,59.0,4.0,4.0,80,3,692,14814.0,13514.0,3.0,1057,19,3,3,80,0,30.75,3,3,5.0,1,1,3
41.0,1237,1054,427.0,10,4,27,731.0,2.0,73.0,2.0,5.0,102,4,321,17948.0,8861.0,3.0,1057,15,3,2,80,3,23.0,2,2,19.5,6,12,6
60.0,1237,1054,1179.0,16,4,159,732.0,1.0,84.0,3.0,2.0,326,1,457,5405.0,11924.0,8.0,1057,14,3,4,80,0,10.0,1,3,2.0,2,2,2
27.0,1237,269,294.0,10,2,608,733.0,4.0,32.0,3.0,3.0,145,1,321,8793.0,4809.0,1.0,1057,21,4,3,80,2,9.0,4,2,9.0,7,1,7
41.0,1237,1054,314.0,1,3,27,734.0,4.0,59.0,2.0,5.0,102,3,692,17948.0,19562.0,1.0,1057,12,3,2,80,1,22.0,3,3,19.5,7,2,10
50.0,1237,1054,316.0,8,4,159,738.0,4.0,54.0,3.0,1.0,83,2,692,3875.0,9983.0,7.0,1057,15,3,4,80,1,4.0,2,3,2.0,2,2,2
28.0,233,1054,654.0,1,2,608,741.0,1.0,67.0,1.0,1.0,292,2,457,2216.0,3872.0,7.0,413,13,3,4,80,0,10.0,4,3,7.0,7,3,7
36.0,1237,147,427.0,8,3,608,742.0,1.0,63.0,4.0,3.0,80,1,692,11713.0,20335.0,9.0,1057,14,3,1,80,1,10.0,2,3,8.0,7,0,5
38.0,1237,1054,168.0,1,3,608,743.0,3.0,81.0,3.0,3.0,145,3,457,7861.0,15397.0,4.0,413,14,3,4,80,0,10.0,4,4,1.0,0,0,0
44.0,1237,147,381.0,24,3,462,744.0,1.0,49.0,1.0,1.0,259,3,457,3708.0,2104.0,2.0,1057,14,3,3,80,0,9.0,5,3,5.0,2,1,4
47.0,1237,269,217.0,3,3,462,746.0,4.0,49.0,3.0,4.0,326,3,321,13770.0,10225.0,9.0,413,12,3,4,80,2,28.0,2,2,19.5,2,11,13
30.0,1237,1054,501.0,27,5,159,747.0,3.0,99.0,3.0,2.0,326,4,321,5304.0,25275.0,7.0,1057,23,4,4,80,1,10.0,2,2,8.0,7,7,7
29.0,1237,1054,1396.0,10,3,608,749.0,3.0,99.0,3.0,1.0,83,3,457,2642.0,2755.0,1.0,1057,11,3,3,80,0,1.0,6,3,1.0,0,0,0
42.0,233,269,933.0,19,3,462,752.0,3.0,57.0,4.0,1.0,292,3,321,2759.0,20366.0,6.0,413,12,3,4,80,0,7.0,2,3,2.0,2,2,2
43.0,1237,269,775.0,15,3,608,754.0,4.0,47.0,2.0,2.0,326,4,692,6804.0,23683.0,3.0,1057,18,3,3,80,1,7.0,5,3,2.0,2,2,2
34.0,1237,1054,970.0,8,2,462,757.0,2.0,96.0,3.0,2.0,131,3,457,6142.0,7360.0,3.0,1057,11,3,4,80,0,10.0,2,3,5.0,1,4,3
23.0,1237,1054,650.0,9,1,462,758.0,2.0,37.0,3.0,1.0,259,1,692,2500.0,4344.0,1.0,1057,14,3,4,80,1,5.0,2,4,4.0,3,0,2
39.0,1237,1054,141.0,3,3,27,760.0,3.0,44.0,4.0,2.0,52,2,692,6389.0,18767.0,9.0,1057,15,3,3,80,1,12.0,3,1,8.0,3,3,6
56.0,1237,1054,832.0,9,3,462,762.0,3.0,81.0,3.0,4.0,131,4,692,11103.0,20420.0,7.0,1057,11,3,3,80,0,30.0,1,2,10.0,7,1,1
40.0,1237,1054,804.0,2,1,462,763.0,4.0,86.0,2.0,1.0,292,4,457,2342.0,22929.0,0.0,413,20,4,4,80,0,5.0,2,2,4.0,2,2,3
27.0,1237,1054,975.0,7,3,462,764.0,4.0,55.0,2.0,2.0,131,1,457,6811.0,23398.0,8.0,1057,19,3,1,80,0,9.0,2,1,7.0,6,0,7
29.0,1237,1054,1090.0,10,3,159,766.0,4.0,83.0,3.0,1.0,83,2,321,2297.0,17967.0,1.0,1057,14,3,4,80,2,2.0,2,3,2.0,2,2,2
53.0,1237,1054,346.0,6,3,608,769.0,4.0,86.0,3.0,2.0,259,4,457,2450.0,10919.0,2.0,1057,17,3,4,80,0,19.0,4,3,2.0,2,2,2
35.0,1237,147,1225.0,2,4,608,771.0,4.0,61.0,3.0,2.0,131,1,321,5093.0,4761.0,2.0,1057,11,3,1,80,1,16.0,2,4,1.0,0,0,0
32.0,1237,269,430.0,24,4,608,772.0,1.0,80.0,3.0,2.0,259,4,692,5309.0,21146.0,1.0,1057,15,3,4,80,2,10.0,2,3,10.0,8,4,7
38.0,1237,1054,268.0,2,5,462,773.0,4.0,92.0,3.0,1.0,292,3,692,3057.0,20471.0,6.0,413,13,3,2,80,1,6.0,0,1,1.0,0,0,1
34.0,1237,1054,167.0,8,5,608,775.0,2.0,32.0,3.0,2.0,145,1,321,5121.0,4187.0,3.0,1057,14,3,3,80,1,7.0,3,3,0.0,0,0,0
52.0,1237,1054,621.0,3,4,159,776.0,3.0,31.0,2.0,4.0,102,1,692,16856.0,10084.0,1.0,1057,11,3,1,80,0,30.75,3,4,19.5,6,1,16
33.0,233,1054,527.0,1,4,82,780.0,4.0,63.0,3.0,1.0,292,4,457,2686.0,5207.0,1.0,413,13,3,3,80,0,10.0,2,2,10.0,9,7,8
25.0,1237,1054,883.0,26,1,462,781.0,3.0,32.0,3.0,2.0,326,4,457,6180.0,22807.0,1.0,1057,23,4,2,80,0,6.0,5,2,6.0,5,1,4
45.0,1237,1054,954.0,2,2,132,783.0,2.0,46.0,1.0,2.0,83,3,457,6632.0,12388.0,0.0,1057,13,3,1,80,0,9.0,3,3,8.0,7,3,1
23.0,1237,1054,310.0,10,1,462,784.0,1.0,79.0,4.0,1.0,292,3,457,3505.0,19630.0,1.0,1057,18,3,4,80,0,2.0,3,3,2.0,2,0,2
47.0,233,269,719.0,27,2,608,785.0,2.0,77.0,4.0,2.0,326,3,457,6397.0,10339.0,4.0,413,12,3,4,80,0,8.0,2,3,5.0,4,1,3
34.0,1237,1054,304.0,2,3,82,786.0,4.0,60.0,3.0,2.0,326,4,457,6274.0,18686.0,1.0,1057,22,4,3,80,0,6.0,5,3,6.0,5,1,4
55.0,233,1054,725.0,2,3,462,787.0,4.0,78.0,3.0,5.0,102,1,692,17948.0,21199.0,5.0,413,13,3,4,80,1,24.0,2,3,5.0,2,1,4
36.0,1237,147,1434.0,8,4,608,789.0,1.0,76.0,2.0,3.0,326,1,457,7587.0,14229.0,1.0,1057,15,3,2,80,0,10.0,1,3,10.0,7,0,9
52.0,1237,147,715.0,19,4,462,791.0,4.0,41.0,3.0,1.0,292,4,692,4258.0,26589.0,0.0,1057,18,3,1,80,1,5.0,3,3,4.0,3,1,2
26.0,1237,269,575.0,1,2,608,792.0,1.0,71.0,1.0,1.0,259,4,321,4364.0,5288.0,3.0,1057,14,3,1,80,1,5.0,2,3,2.0,2,2,0
29.0,1237,1054,657.0,27,3,462,793.0,2.0,66.0,3.0,2.0,131,3,692,4335.0,25549.0,4.0,1057,12,3,1,80,1,11.0,3,2,8.0,7,1,1
26.0,233,1054,1146.0,8,3,132,796.0,4.0,38.0,2.0,2.0,326,1,457,5326.0,3064.0,6.0,1057,17,3,3,80,0,6.0,2,2,4.0,3,1,2
34.0,1237,1054,182.0,1,4,608,797.0,2.0,72.0,4.0,1.0,292,4,457,3280.0,13551.0,2.0,1057,16,3,3,80,0,10.0,2,3,4.0,2,1,3
54.0,1237,1054,376.0,19,4,462,799.0,4.0,95.0,3.0,2.0,145,1,321,5485.0,22670.0,9.0,413,11,3,2,80,2,9.0,4,3,5.0,3,1,4
27.0,1237,269,829.0,8,1,159,800.0,3.0,84.0,3.0,2.0,326,4,692,4342.0,24008.0,0.0,1057,19,3,2,80,1,5.0,3,3,4.0,2,1,1
37.0,1237,1054,571.0,10,1,608,802.0,4.0,82.0,3.0,1.0,292,1,321,2782.0,19905.0,0.0,413,13,3,2,80,2,6.0,3,2,5.0,3,4,3
38.0,1237,269,240.0,2,4,608,803.0,1.0,75.0,4.0,2.0,145,1,457,5980.0,26085.0,6.0,413,12,3,4,80,0,17.0,2,3,15.0,7,4,12
34.0,1237,1054,121.0,2,4,462,804.0,3.0,86.0,2.0,1.0,292,1,457,4381.0,7530.0,1.0,1057,11,3,3,80,0,6.0,3,3,6.0,5,1,3
35.0,1237,1054,384.0,8,4,608,805.0,1.0,72.0,3.0,1.0,83,4,692,2572.0,20317.0,1.0,1057,16,3,2,80,1,3.0,1,2,3.0,2,0,2
30.0,1237,1054,921.0,1,3,608,806.0,4.0,38.0,1.0,1.0,259,3,692,3833.0,24375.0,3.0,1057,21,4,3,80,2,7.0,2,3,2.0,2,0,2
40.0,1237,269,791.0,2,2,462,807.0,3.0,38.0,4.0,2.0,131,2,692,4244.0,9931.0,1.0,1057,24,4,4,80,1,8.0,2,3,8.0,7,3,7
34.0,1237,1054,1111.0,8,2,608,808.0,3.0,93.0,3.0,2.0,326,1,692,6500.0,13305.0,5.0,1057,17,3,2,80,1,6.0,1,3,3.0,2,1,2
42.0,1237,269,570.0,8,3,608,809.0,2.0,66.0,3.0,5.0,102,4,321,17948.0,16225.0,1.0,1057,13,3,2,80,1,24.0,4,2,19.5,7,14,9
23.0,233,1054,1243.0,6,3,608,811.0,3.0,63.0,4.0,1.0,259,1,692,1601.0,3445.0,1.0,413,21,4,3,80,2,1.0,2,3,0.0,0,0,0
24.0,1237,147,1092.0,9,3,608,812.0,3.0,60.0,2.0,1.0,259,2,321,2694.0,26551.0,1.0,1057,11,3,3,80,3,1.0,4,3,1.0,0,0,0
52.0,1237,1054,1325.0,11,4,608,813.0,4.0,82.0,3.0,2.0,259,3,692,3149.0,21821.0,8.0,1057,20,4,2,80,1,9.0,3,3,5.0,2,1,4
50.0,1237,1054,691.0,2,3,462,815.0,3.0,64.0,3.0,4.0,80,3,692,17639.0,6881.0,5.0,1057,16,3,4,80,0,30.0,3,3,4.0,3,0,3
29.0,233,1054,805.0,1,2,608,816.0,2.0,36.0,2.0,1.0,259,1,692,2319.0,6689.0,1.0,413,11,3,4,80,1,1.0,1,3,1.0,0,0,0
33.0,1237,1054,213.0,7,3,462,817.0,3.0,49.0,3.0,3.0,80,3,692,11691.0,25995.0,0.0,1057,11,3,4,80,0,14.0,3,4,13.0,9,3,7
33.0,233,1054,118.0,16,3,159,819.0,1.0,69.0,3.0,2.0,326,1,457,5324.0,26507.0,5.0,1057,15,3,3,80,0,6.0,3,3,3.0,2,0,2
47.0,1237,1054,202.0,2,2,82,820.0,3.0,33.0,3.0,4.0,102,4,692,16752.0,12982.0,1.0,413,11,3,3,80,1,26.0,3,2,19.5,14,3,0
36.0,1237,1054,676.0,1,3,82,823.0,3.0,35.0,3.0,2.0,145,2,692,5228.0,23361.0,0.0,1057,15,3,1,80,1,10.0,2,3,9.0,7,0,5
29.0,1237,1054,1252.0,23,2,608,824.0,3.0,81.0,4.0,1.0,292,3,692,2700.0,23779.0,1.0,1057,24,4,3,80,1,10.0,3,3,10.0,7,0,7
58.0,233,1054,286.0,2,4,608,825.0,4.0,31.0,3.0,5.0,80,2,457,17948.0,25761.0,7.0,413,12,3,4,80,0,30.75,2,3,19.5,15,13,8
35.0,1237,1054,1258.0,1,4,608,826.0,4.0,40.0,4.0,1.0,292,3,457,2506.0,13301.0,3.0,1057,13,3,3,80,0,7.0,0,3,2.0,2,2,2
42.0,1237,1054,932.0,1,2,608,827.0,4.0,43.0,2.0,2.0,145,4,692,6062.0,4051.0,9.0,413,13,3,4,80,1,8.0,4,3,4.0,3,0,2
28.0,233,1054,890.0,2,4,462,828.0,3.0,46.0,3.0,1.0,292,3,457,4382.0,16374.0,6.0,1057,17,3,4,80,0,5.0,3,2,2.0,2,2,1
36.0,1237,1054,1041.0,13,3,27,829.0,3.0,36.0,3.0,1.0,52,2,692,2143.0,25527.0,4.0,1057,13,3,2,80,1,8.0,2,3,5.0,2,0,4
32.0,1237,1054,859.0,4,3,608,830.0,3.0,98.0,2.0,2.0,145,3,692,6162.0,19124.0,1.0,1057,12,3,3,80,1,14.0,3,3,14.0,13,6,8
